IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ISR,Israel,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,204,,,,,,204,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,205,,,,,,205,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,208,,,,,,208,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,21,,,,,,21,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,ERI,Eritrea,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,21,,,,,,21,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,FIN,Finland,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,214,,,,,,214,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,LVA,Latvia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,218,,,,,,218,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,ERI,Eritrea,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,22,,,,,,22,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,220,,,,,,220,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,SRB,Serbia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,221,,,,,,221,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,CHE,Switzerland,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,224,,,,,,224,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,CMR,Cameroon,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,228,,,,,,228,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,CYP,Cyprus,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,23,,,,,,23,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,PAN,Panama,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,23,,,,,,23,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,232,,,,,,232,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,ECU,Ecuador,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,233,,,,,,233,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,NOR,Norway,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,235,,,,,,235,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,236,,,,,,236,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,DNK,Denmark,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,238,,,,,,238,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,24,,,,,,24,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,USA,United States of America,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,24470,,,,,,24 470,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,245,,,,,,245,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,246,,,,,,246,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,249,,,,,,249,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MRT,Mauritania,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,25,,,,,,25,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MUS,Mauritius,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,25,,,,,,25,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,25,,,,,,25,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,HRV,Croatia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,250,,,,,,250,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,253,,,,,,253,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,254,,,,,,254,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,257,,,,,,257,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,26,,,,,,26,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,26,,,,,,26,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,26,,,,,,26,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,261,,,,,,261,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,PER,Peru,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,261,,,,,,261,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,264,,,,,,264,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,UGA,Uganda,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,264,,,,,,264,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MLI,Mali,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,265,,,,,,265,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,PAN,Panama,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,27,,,,,,27,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,TGO,Togo,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,27,,,,,,27,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,277,,,,,,277,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,277,,,,,,277,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,JAM,Jamaica,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,28,,,,,,28,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MRT,Mauritania,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,28,,,,,,28,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,28,,,,,,28,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,28,,,,,,28,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,281,,,,,,281,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,285,,,,,,285,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,EST,Estonia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,29,,,,,,29,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,LSO,Lesotho,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,29,,,,,,29,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,DZA,Algeria,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,293,,,,,,293,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,295,,,,,,295,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,CHL,Chile,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,295,,,,,,295,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,PRT,Portugal,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,299,,,,,,299,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,BRB,Barbados,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,3,,,,,,3,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,3,,,,,,3,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,SUR,Suriname,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,3,,,,,,3,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,3,,,,,,3,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ESP,Spain,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,3035,,,,,,3 035,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,3422,,,,,,3 422,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,3551,,,,,,3 551,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,3931,,,,,,3 931,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,BDI,Burundi,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,30,,,,,,30,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,30,,,,,,30,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,30,,,,,,30,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,30,,,,,,30,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,CHN,China,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,30117,,,,,,30 117,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,CUB,Cuba,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,302,,,,,,302,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,302,,,,,,302,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,307,,,,,,307,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,308,,,,,,308,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,31,,,,,,31,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,31,,,,,,31,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,IND,India,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,31268,,,,,,31 268,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,SEAR,South-East Asia,Country,PRK,Democratic People's Republic of Korea,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,311,,,,,,311,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,315,,,,,,315,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,AGO,Angola,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,316,,,,,,316,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,317,,,,,,317,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,IRL,Ireland,Year,2020,true,Sex,Both sexes,SEX_BTSX,,,,,,,,,,317,,,,,,317,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,CZE,Czechia,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,319,,,,,,319,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,MDG,Madagascar,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,319,,,,,,319,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,BEN,Benin,Year,2020,true,Sex,Male,SEX_MLE,,,,,,,,,,32,,,,,,32,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,GIN,Guinea,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,32,,,,,,32,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,HTI,Haiti,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,32,,,,,,32,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,HND,Honduras,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,32,,,,,,32,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,32,,,,,,32,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,32,,,,,,32,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,32,,,,,,32,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,EUR,Europe,Country,ROU,Romania,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,322,,,,,,322,,,EN,2023-04-20T04:00:00.000Z
ORAL_HEALTH_CANCER_LIPORALCAVITY_NEWCASE_NUMBER,Number of new cases of lip and oral cavity cancer,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2020,true,Sex,Female,SEX_FMLE,,,,,,,,,,33,,,,,,33,,,EN,2023-04-20T04:00:00.000Z
